sec,dt,tp,wv,wd,rh,pr
107,2020.1.20 14:00,5.3,5.1,290,36,1020.7
107,2020.1.20 15:00,4.8,4.9,230,44,1021
107,2020.1.20 16:00,4.8,4.8,250,51,1021.1
107,2020.1.20 17:00,4.3,4.4,270,39,1021.5
107,2020.1.20 18:00,2.9,4.5,270,41,1022.3
107,2020.1.20 19:00,1.1,4.6,320,40,1023.7
107,2020.1.20 20:00,-0.4,5.5,340,41,1025.1
107,2020.1.20 21:00,-1.6,2.3,320,41,1026.3
107,2020.1.20 22:00,-2.2,1,340,43,1027.1
107,2020.1.20 23:00,-3,1.8,290,44,1027.9
107,2020.1.21 0:00,-3.2,1.6,360,42,1028.5
107,2020.1.21 1:00,-3.2,2.4,320,44,1029
107,2020.1.21 2:00,-3.2,2.5,320,45,1029.6
107,2020.1.21 3:00,-3.9,0.7,320,49,1029.9
107,2020.1.21 4:00,-4.9,0.2,0,50,1029.7
107,2020.1.21 5:00,-4.8,1.1,20,51,1029.8
107,2020.1.21 6:00,-5.3,1.2,50,51,1029.8
107,2020.1.21 7:00,-5.2,0.9,20,49,1031.1
107,2020.1.21 8:00,-5.6,1.7,20,55,1031.6
107,2020.1.21 9:00,-4.5,1.3,20,45,1032.1
107,2020.1.21 10:00,-2.2,1.2,20,37,1032.1
107,2020.1.21 11:00,0.1,2.1,50,32,1032.1
107,2020.1.21 12:00,1.2,1.5,50,29,1031.2
107,2020.1.21 13:00,3.4,1.9,230,26,1030
107,2020.1.21 14:00,4.3,1.3,250,21,1029.2
107,2020.1.21 15:00,5.2,2.1,200,21,1028.4
107,2020.1.21 16:00,5.3,0.7,230,21,1028.3
107,2020.1.21 17:00,4.7,0.8,270,23,1028.2
107,2020.1.21 18:00,2.9,1,320,29,1028.5
107,2020.1.21 19:00,1.7,2.5,320,30,1029.1
107,2020.1.21 20:00,1,2.2,270,34,1029.7
107,2020.1.21 21:00,0.9,2.3,270,33,1029.6
107,2020.1.21 22:00,0.1,0.5,320,37,1029.3
107,2020.1.21 23:00,-0.1,0.7,340,40,1029.1
107,2020.1.22 0:00,0,1,70,38,1028.7
107,2020.1.22 1:00,0,1.3,20,39,1028.5
107,2020.1.22 2:00,-0.1,1.5,50,41,1028.2
107,2020.1.22 3:00,0.1,1.7,20,38,1028.4
107,2020.1.22 4:00,0.4,2.1,70,38,1027.3
107,2020.1.22 5:00,0.4,1.9,50,39,1027
107,2020.1.22 6:00,0.5,1.1,70,35,1026.4
107,2020.1.22 7:00,0.6,1.9,50,41,1026.5
107,2020.1.22 8:00,0.9,2.3,90,35,1026.3
107,2020.1.22 9:00,0.9,0.8,50,33,1027.2
107,2020.1.22 10:00,2,2.3,70,31,1027.2
107,2020.1.22 11:00,2.7,2.3,70,32,1027
107,2020.1.22 12:00,4,1.4,50,27,1026.2
107,2020.1.22 13:00,5,2.5,50,24,1025.5
107,2020.1.22 14:00,6.4,2.1,70,23,1024.5
107,2020.1.22 15:00,7.7,2.5,90,25,1023.4
107,2020.1.22 16:00,7.3,2.7,90,28,1023.9
107,2020.1.22 17:00,6.7,1.8,90,34,1024.1
107,2020.1.22 18:00,5.2,1.5,50,38,1024.2
107,2020.1.22 19:00,4.2,1.5,20,39,1024.6
107,2020.1.22 20:00,3.4,1.6,50,42,1024.6
107,2020.1.22 21:00,2.8,1.6,50,45,1024.2
107,2020.1.22 22:00,2.6,1.6,50,48,1024
107,2020.1.22 23:00,2.5,1.5,20,49,1023.3
107,2020.1.23 0:00,2.6,0.9,320,47,1023
107,2020.1.23 1:00,2.6,1.8,50,50,1022.6
107,2020.1.23 2:00,2.5,1.7,270,47,1022.7
107,2020.1.23 3:00,2.3,1.3,20,50,1022.8
107,2020.1.23 4:00,2,1.4,270,52,1023.1
107,2020.1.23 5:00,1.6,1.7,50,53,1022.4
107,2020.1.23 6:00,1,0.9,340,51,1022.9
107,2020.1.23 7:00,0.5,1.3,320,54,1023
107,2020.1.23 8:00,0.1,0.8,340,57,1023.9
107,2020.1.23 9:00,0.7,0.6,320,55,1024.4
107,2020.1.23 10:00,3.1,1,200,45,1024.4
107,2020.1.23 11:00,5.5,0.8,250,37,1024.1
107,2020.1.23 12:00,8,1.8,200,36,1023.5
107,2020.1.23 13:00,9.1,2,290,35,1022.9
107,2020.1.23 14:00,9.6,3.6,290,34,1022.6
107,2020.1.23 15:00,9.8,3.6,290,32,1022.4
107,2020.1.23 16:00,9.2,3,320,36,1023
107,2020.1.23 17:00,8.4,2.8,290,41,1023.6
107,2020.1.23 18:00,7,3.3,290,50,1024.2
107,2020.1.23 19:00,6.3,2.2,320,51,1025.1
107,2020.1.23 20:00,5.6,4,320,54,1025.8
107,2020.1.23 21:00,4.9,2.7,320,56,1026.4
107,2020.1.23 22:00,4,1.2,230,59,1026.6
107,2020.1.23 23:00,3.5,3.1,290,61,1026.9
107,2020.1.24 0:00,3,3.2,290,64,1027.2
107,2020.1.24 1:00,2.2,2.4,290,67,1027.4
107,2020.1.24 2:00,1.5,1.3,270,70,1028.2
107,2020.1.24 3:00,1,0.9,290,72,1028.8
107,2020.1.24 4:00,0.5,2.1,290,75,1028.8
107,2020.1.24 5:00,0.3,1.9,290,76,1029.6
107,2020.1.24 6:00,-0.2,2,270,81,1030.3
107,2020.1.24 7:00,-0.8,1.9,290,84,1030.6
107,2020.1.24 8:00,-1.1,1.2,20,83,1031
107,2020.1.24 9:00,-0.4,1.9,50,75,1031.4
107,2020.1.24 10:00,1.5,1.1,50,61,1031.7
107,2020.1.24 11:00,4.3,0.8,110,53,1031.4
107,2020.1.24 12:00,5.5,1,320,49,1030.6
107,2020.1.24 13:00,6.7,2.6,270,49,1030.4
107,2020.1.24 14:00,6.6,2.7,290,48,1029.8
107,2020.1.24 15:00,7,2.7,290,46,1029.3
107,2020.1.24 16:00,7.1,2.8,290,46,1029.1
107,2020.1.24 17:00,6.1,2.4,320,51,1029.5
107,2020.1.24 18:00,5.2,2.4,320,52,1030
107,2020.1.24 19:00,4.5,2.1,270,54,1030.6
107,2020.1.24 20:00,3.7,2,270,57,1030.8
107,2020.1.24 21:00,2.9,1,290,62,1030.9
107,2020.1.24 22:00,2.4,0.2,0,64,1031.1
107,2020.1.24 23:00,2,0.8,340,66,1030.9
107,2020.1.25 0:00,1.6,0.9,20,67,1031
107,2020.1.25 1:00,1.2,1.6,20,65,1030.7
107,2020.1.25 2:00,1,1.3,20,66,1030.9
107,2020.1.25 3:00,0.6,1.3,50,68,1031
107,2020.1.25 4:00,1.1,1.2,50,64,1030.4
107,2020.1.25 5:00,1.2,1.4,50,65,1030.2
107,2020.1.25 6:00,1.3,0.7,360,63,1030.7
107,2020.1.25 7:00,1.6,0.7,20,63,1030.7
107,2020.1.25 8:00,2,1.3,20,65,1030.7
107,2020.1.25 9:00,2.4,0.8,20,61,1030.2
107,2020.1.25 10:00,4.6,1.2,90,52,1030.5
107,2020.1.25 11:00,6.9,1.8,70,51,1030
107,2020.1.25 12:00,8.7,1.4,140,51,1029.7
107,2020.1.25 13:00,8.4,1.7,290,49,1029.1
107,2020.1.25 14:00,8.3,2.2,320,50,1028.2
107,2020.1.25 15:00,8.3,1.7,290,51,1028.1
107,2020.1.25 16:00,8.5,1.8,270,53,1027.5
107,2020.1.25 17:00,7.8,2.1,290,57,1028
107,2020.1.25 18:00,6.6,2.4,290,64,1028.4
107,2020.1.25 19:00,5.9,3.1,320,63,1028.3
107,2020.1.25 20:00,5.2,2,290,65,1028.5
107,2020.1.25 21:00,4.3,1.6,290,70,1028.9
107,2020.1.25 22:00,3.7,1.4,270,72,1029.2
107,2020.1.25 23:00,2.9,1.5,270,76,1028.9
107,2020.1.26 0:00,2.4,0.5,290,77,1028.7
107,2020.1.26 1:00,2,1.2,290,78,1028.8
107,2020.1.26 2:00,1.8,0.5,270,79,1028.9
107,2020.1.26 3:00,1.5,0.7,50,80,1029.2
107,2020.1.26 4:00,1.1,0.7,50,74,1028.8
107,2020.1.26 5:00,0.9,0.9,340,74,1028.1
107,2020.1.26 6:00,0.4,0.4,0,81,1027.8
107,2020.1.26 7:00,0.1,1.2,70,77,1028.5
107,2020.1.26 8:00,-0.2,1.5,90,77,1029
107,2020.1.26 9:00,0.2,0.8,70,74,1029.3
107,2020.1.26 10:00,2.9,2,70,62,1029.1
107,2020.1.26 11:00,5.8,2.9,70,56,1028.4
107,2020.1.26 12:00,7.8,3,70,48,1028.1
107,2020.1.26 13:00,9.8,3.1,70,37,1027.3
107,2020.1.26 14:00,10.9,3.4,90,35,1025.8
107,2020.1.26 15:00,11.6,2.6,90,31,1025.2
107,2020.1.26 16:00,11.1,5.1,70,34,1025.2
107,2020.1.26 17:00,10.3,4.8,70,37,1025.5
107,2020.1.26 18:00,9.4,3,70,40,1026.4
107,2020.1.26 19:00,8.7,4,70,41,1025.9
107,2020.1.26 20:00,8,5.3,70,44,1025.6
107,2020.1.26 21:00,7.3,5.6,70,47,1025.8
107,2020.1.26 22:00,6.8,4.8,70,49,1025.6
107,2020.1.26 23:00,6.3,4.5,70,50,1025.3
107,2020.1.27 0:00,6.1,4.9,70,49,1025.8
107,2020.1.27 1:00,5.9,5.4,70,47,1025.2
107,2020.1.27 2:00,5.7,5.5,70,46,1025.2
107,2020.1.27 3:00,5.5,5,70,45,1024.8
107,2020.1.27 4:00,5.3,4.7,70,47,1023.5
107,2020.1.27 5:00,5.4,6.3,70,46,1022.9
107,2020.1.27 6:00,5.4,5.9,70,45,1022.6
107,2020.1.27 7:00,5.4,5.7,70,45,1022.2
107,2020.1.27 8:00,5.4,5.8,70,46,1022.4
107,2020.1.27 9:00,5.5,5.1,70,46,1022.7
107,2020.1.27 10:00,6,5,70,44,1022.2
107,2020.1.27 11:00,6.4,4.3,70,39,1022
107,2020.1.27 12:00,6.9,6,70,39,1020.7
107,2020.1.27 13:00,7.3,5,70,39,1019.6
107,2020.1.27 14:00,7.4,5.9,70,37,1018.8
107,2020.1.27 15:00,7.4,6.2,70,36,1018.4
107,2020.1.27 16:00,7.3,4.9,50,38,1018.7
107,2020.1.27 17:00,6.6,6.1,70,48,1019.3
107,2020.1.27 18:00,6.3,2.6,50,48,1019.3
107,2020.1.27 19:00,6.1,3.7,90,56,1019.6
107,2020.1.27 20:00,5.4,3.8,70,61,1020.1
107,2020.1.27 21:00,5.3,1.4,340,60,1020
107,2020.1.27 22:00,5.2,3.6,50,65,1020
107,2020.1.27 23:00,5,3,360,66,1019.8
107,2020.1.28 0:00,4.8,2.4,340,66,1019.6
107,2020.1.28 1:00,4.9,2.6,20,65,1019.3
107,2020.1.28 2:00,4.6,1,360,69,1019.1
107,2020.1.28 3:00,4.4,0.8,290,72,1018.8
107,2020.1.28 4:00,4.6,1,290,66,1018.4
107,2020.1.28 5:00,4.8,2,20,60,1018
107,2020.1.28 6:00,5.2,2.5,50,56,1018.1
107,2020.1.28 7:00,5.5,3.1,50,57,1018.1
107,2020.1.28 8:00,5.7,3.2,50,55,1018.4
107,2020.1.28 9:00,6.1,3.3,50,52,1018.3
107,2020.1.28 10:00,6.9,3.2,70,48,1018.4
107,2020.1.28 11:00,7.6,2.3,50,46,1018.7
107,2020.1.28 12:00,8.4,2.4,20,42,1018.3
107,2020.1.28 13:00,9.1,2.3,50,39,1017.8
107,2020.1.28 14:00,9.7,2.4,50,38,1017.3
107,2020.1.28 15:00,9.8,2.6,50,38,1017.1
107,2020.1.28 16:00,9.7,1.5,20,39,1016.9
107,2020.1.28 17:00,9.6,3.2,70,40,1017
107,2020.1.28 18:00,9.1,3,70,41,1017.5
107,2020.1.28 19:00,8.3,3.8,90,42,1018.2
107,2020.1.28 20:00,7.8,3.6,70,42,1018.4
107,2020.1.28 21:00,6.8,4.6,70,45,1018.5
107,2020.1.28 22:00,5.9,3.7,70,45,1018.7
107,2020.1.28 23:00,5.3,3.6,70,48,1018.7
107,2020.1.29 0:00,4.6,2.9,70,49,1018.8
107,2020.1.29 1:00,3.9,2.7,70,51,1018.5
107,2020.1.29 2:00,3.8,2.3,70,51,1018.2
107,2020.1.29 3:00,3.7,3,70,51,1017.9
107,2020.1.29 4:00,3.5,2.2,90,52,1017.6
107,2020.1.29 5:00,3.4,2.5,90,54,1017.2
107,2020.1.29 6:00,3.4,2.5,70,55,1017
107,2020.1.29 7:00,3.3,2.2,70,56,1017
107,2020.1.29 8:00,3.3,1.2,70,57,1017.3
107,2020.1.29 9:00,3.8,1.1,90,56,1017.3
107,2020.1.29 10:00,6,2.2,70,48,1017.1
107,2020.1.29 11:00,7.4,2.1,70,45,1016.9
107,2020.1.29 12:00,8.1,1.5,70,44,1016
107,2020.1.29 13:00,9.2,1.6,90,40,1015.3
107,2020.1.29 14:00,9.3,1.1,320,37,1014.5
107,2020.1.29 15:00,9.5,2.3,250,39,1014
107,2020.1.29 16:00,9.4,1.5,270,36,1013.9
107,2020.1.29 17:00,9.1,1.9,20,37,1013.9
107,2020.1.29 18:00,8.4,1.9,50,39,1014.1
107,2020.1.29 19:00,7.9,2.8,70,39,1014.5
107,2020.1.29 20:00,7.2,1.8,50,42,1014.8
107,2020.1.29 21:00,6.2,2.1,50,43,1015.1
107,2020.1.29 22:00,5.7,2.2,70,42,1015
107,2020.1.29 23:00,5,2.3,70,45,1014.9
107,2020.1.30 0:00,4.5,2.3,70,44,1014.9
107,2020.1.30 1:00,3.9,2,50,50,1014.9
107,2020.1.30 2:00,3.4,2.2,70,52,1014.8
107,2020.1.30 3:00,3.2,2.4,70,51,1014.7
107,2020.1.30 4:00,2.7,1.3,50,53,1014.3
107,2020.1.30 5:00,2.3,1.8,70,51,1014.4
107,2020.1.30 6:00,2.1,0.8,50,52,1014.3
107,2020.1.30 7:00,2,0.8,20,53,1014.3
107,2020.1.30 8:00,1.6,1.7,70,59,1014.8
107,2020.1.30 9:00,1.9,0.7,90,49,1015.1
107,2020.1.30 10:00,5.4,1.2,110,42,1015.2
107,2020.1.30 11:00,7.5,1.6,110,38,1015.2
107,2020.1.30 12:00,8.7,2.3,70,35,1014.6
107,2020.1.30 13:00,10,1.3,320,32,1013.8
107,2020.1.30 14:00,8.4,2.3,320,38,1013.5
107,2020.1.30 15:00,9.1,0.9,320,34,1013.3
107,2020.1.30 16:00,8.5,2.3,20,35,1013.6
107,2020.1.30 17:00,8.1,1.7,360,37,1013.9
107,2020.1.30 18:00,7.6,2.2,360,40,1014.4
107,2020.1.30 19:00,6.7,2.6,360,44,1015.1
107,2020.1.30 20:00,5.8,1.8,360,50,1015.4
107,2020.1.30 21:00,5.5,1.7,340,52,1016
107,2020.1.30 22:00,5.1,1.7,20,57,1016.4
107,2020.1.30 23:00,4.2,2.8,70,61,1016.8
107,2020.1.31 0:00,3.5,2.2,70,63,1016.9
107,2020.1.31 1:00,2.9,2.1,50,64,1016.9
107,2020.1.31 2:00,2.8,3,70,61,1017
107,2020.1.31 3:00,2.9,2.2,70,60,1017.4
107,2020.1.31 4:00,2.7,2,70,61,1017.4
107,2020.1.31 5:00,2.6,2.6,70,60,1017.6
107,2020.1.31 6:00,2.4,1.9,50,63,1017.8
107,2020.1.31 7:00,2.2,2,50,63,1018.1
107,2020.1.31 8:00,2,1.7,50,63,1018.7
107,2020.1.31 9:00,2.9,1.4,50,59,1019.3
107,2020.1.31 10:00,3.5,1.4,20,58,1019.7
107,2020.1.31 11:00,6,0.8,20,47,1019.7
107,2020.1.31 12:00,7.3,2.3,290,50,1019.3
107,2020.1.31 13:00,8.6,3.4,230,45,1018.7
107,2020.1.31 14:00,7.9,3.4,270,50,1018.7
107,2020.1.31 15:00,6.6,2.8,230,54,1018.8
107,2020.1.31 16:00,6.9,3.5,230,44,1019.1
107,2020.1.31 17:00,6.1,3.2,270,48,1019.6
107,2020.1.31 18:00,4.8,3.4,290,55,1020.1
107,2020.1.31 19:00,4,3.3,270,63,1020.8
107,2020.1.31 20:00,3.3,2.7,270,66,1021.4
107,2020.1.31 21:00,2.7,2.1,270,67,1021.9
107,2020.1.31 22:00,2.3,2.1,270,66,1022.2
107,2020.1.31 23:00,1.9,1.8,270,65,1022.5
107,2020.2.1 0:00,1.4,0.6,250,69,1022.6
107,2020.2.1 1:00,0.8,1,250,74,1022.3
107,2020.2.1 2:00,0.9,0.7,250,77,1022.4
107,2020.2.1 3:00,0.7,2.2,270,79,1022.8
107,2020.2.1 4:00,0.5,2.7,290,66,1022.9
107,2020.2.1 5:00,-0.5,0.8,270,70,1023
107,2020.2.1 6:00,-0.5,1.6,290,69,1023.6
107,2020.2.1 7:00,-1.1,1.1,270,80,1023.9
107,2020.2.1 8:00,-0.8,0.6,20,79,1024.5
107,2020.2.1 9:00,0.1,1.4,20,72,1025
107,2020.2.1 10:00,1.2,1.3,50,70,1025
107,2020.2.1 11:00,2.8,1.9,20,61,1025.2
107,2020.2.1 12:00,4.3,0.8,180,54,1024.7
107,2020.2.1 13:00,5.3,1.7,230,50,1024.1
107,2020.2.1 14:00,6.4,2.6,230,50,1023.2
107,2020.2.1 15:00,6.9,4.5,270,48,1022.9
107,2020.2.1 16:00,7.6,2.3,250,46,1022.8
107,2020.2.1 17:00,6.6,2.5,250,46,1023.3
107,2020.2.1 18:00,5.2,2.6,290,58,1023.7
107,2020.2.1 19:00,4.3,2.2,290,64,1024.4
107,2020.2.1 20:00,3.7,1.8,320,70,1024.9
107,2020.2.1 21:00,2.8,1.1,20,75,1024.9
107,2020.2.1 22:00,2.4,1.3,290,76,1025.1
107,2020.2.1 23:00,1.8,0.8,320,79,1025.2
107,2020.2.2 0:00,1.2,2,290,78,1025.4
107,2020.2.2 1:00,0.6,1.2,290,70,1025.7
107,2020.2.2 2:00,-0.1,2.4,290,68,1025.8
107,2020.2.2 3:00,-0.9,1.2,290,71,1026.1
107,2020.2.2 4:00,-1.5,0.3,0,74,1025.9
107,2020.2.2 5:00,-1.3,0.7,360,74,1026
107,2020.2.2 6:00,-1.6,0.6,360,75,1026.1
107,2020.2.2 7:00,-1.6,0.7,290,75,1026.3
107,2020.2.2 8:00,-2,1.6,270,78,1026.8
107,2020.2.2 9:00,-1.4,1,270,69,1027.3
107,2020.2.2 10:00,0.7,0.7,230,60,1027.3
107,2020.2.2 11:00,2.7,1.2,320,50,1027
107,2020.2.2 12:00,3.8,2.1,270,41,1026.4
107,2020.2.2 13:00,4.8,1.9,250,34,1025.4
107,2020.2.2 14:00,4.9,2,290,34,1024.8
107,2020.2.2 15:00,5,3.4,290,32,1024.5
107,2020.2.2 16:00,4.7,2.5,270,33,1024.3
107,2020.2.2 17:00,4,2.7,320,42,1023.9
107,2020.2.2 18:00,3.3,3.8,320,35,1024.4
107,2020.2.2 19:00,2.6,2.2,290,32,1024.8
107,2020.2.2 20:00,2,2.3,270,41,1024.8
107,2020.2.2 21:00,1.9,1.7,290,43,1024.9
107,2020.2.2 22:00,1.8,1.5,290,44,1024.7
107,2020.2.2 23:00,1.8,3.3,270,45,1024.7
107,2020.2.3 0:00,1.9,3.2,270,52,1024.8
107,2020.2.3 1:00,1.3,2.2,250,61,1024.9
107,2020.2.3 2:00,0.7,3.9,270,63,1025
107,2020.2.3 3:00,0.3,3.3,270,64,1025.1
107,2020.2.3 4:00,-0.2,2,340,59,1025
107,2020.2.3 5:00,-1,2.7,340,57,1025.4
107,2020.2.3 6:00,-1.7,1.7,290,57,1026.2
107,2020.2.3 7:00,-2.1,2.1,290,54,1026.7
107,2020.2.3 8:00,-2.4,1.1,360,55,1027.2
107,2020.2.3 9:00,-2,1.9,290,51,1027.9
107,2020.2.3 10:00,-0.8,4,320,49,1027.9
107,2020.2.3 11:00,0.5,3.2,290,44,1028
107,2020.2.3 12:00,1.2,4.6,320,32,1027.6
107,2020.2.3 13:00,1.7,5,290,29,1026.9
107,2020.2.3 14:00,2.3,4.5,320,24,1026.5
107,2020.2.3 15:00,3,2.7,270,25,1026.5
107,2020.2.3 16:00,2.6,3.8,250,25,1026.8
107,2020.2.3 17:00,1.8,3.3,250,34,1027
107,2020.2.3 18:00,0.2,3.6,270,37,1027.3
107,2020.2.3 19:00,-0.6,2.7,270,38,1027.6
107,2020.2.3 20:00,-1.1,2.4,290,42,1027.7
107,2020.2.3 21:00,-1.6,2.3,290,43,1028.3
107,2020.2.3 22:00,-1.8,2.8,270,43,1028.7
107,2020.2.3 23:00,-2.3,2.5,270,45,1028.9
107,2020.2.4 0:00,-2.9,1.8,320,40,1029.2
107,2020.2.4 1:00,-3.5,1,270,43,1029
107,2020.2.4 2:00,-3.7,2.2,290,37,1029
107,2020.2.4 3:00,-4.3,1.7,290,38,1028.8
107,2020.2.4 4:00,-4.8,1,320,37,1028.3
107,2020.2.4 5:00,-5.2,0.8,340,42,1028.4
107,2020.2.4 6:00,-5.7,1.4,50,45,1028.6
107,2020.2.4 7:00,-6,1.8,50,43,1028.8
107,2020.2.4 8:00,-5.8,1.3,20,40,1029.2
107,2020.2.4 9:00,-4.3,2.5,50,39,1028.8
107,2020.2.4 10:00,-1.6,1.9,50,34,1028.2
107,2020.2.4 11:00,1.1,1.8,200,35,1027.9
107,2020.2.4 12:00,3,3.2,200,34,1026.7
107,2020.2.4 13:00,3.1,3.7,250,38,1025.1
107,2020.2.4 14:00,3.1,5.2,270,42,1024.3
107,2020.2.4 15:00,3.3,4.9,200,50,1023.8
107,2020.2.4 16:00,2.4,3.1,250,70,1023.8
107,2020.2.4 17:00,1.6,3.8,270,79,1023.6
107,2020.2.4 18:00,1.7,4.3,230,75,1023.4
107,2020.2.4 19:00,0.9,3.1,250,92,1023.8
107,2020.2.4 20:00,0,4.7,320,81,1024.6
107,2020.2.4 21:00,-1.3,6.1,320,74,1025.7
107,2020.2.4 22:00,-2.3,2.6,290,76,1026
107,2020.2.4 23:00,-2.8,4.7,320,70,1026.6
107,2020.2.5 0:00,-5.3,5.8,320,47,1027.8
107,2020.2.5 1:00,-6.7,4.4,290,45,1028.6
107,2020.2.5 2:00,-7.2,4.7,320,45,1029.1
107,2020.2.5 3:00,-7.8,3.7,340,45,1029.7
107,2020.2.5 4:00,-8.8,4,320,43,1030
107,2020.2.5 5:00,-9.5,2.1,320,43,1030.3
107,2020.2.5 6:00,-10.1,3.3,320,40,1031.1
107,2020.2.5 7:00,-10.6,1.7,340,42,1031.4
107,2020.2.5 8:00,-10.9,2.4,360,43,1032.1
107,2020.2.5 9:00,-10.6,2.6,340,38,1032.7
107,2020.2.5 10:00,-9.9,2.8,320,39,1033
107,2020.2.5 11:00,-8.6,2.9,320,35,1032.9
107,2020.2.5 12:00,-7.4,3.2,320,32,1032.7
107,2020.2.5 13:00,-6.6,2.7,320,33,1031.9
107,2020.2.5 14:00,-5.6,3.5,290,31,1031.4
107,2020.2.5 15:00,-5.3,3.9,320,29,1031.1
107,2020.2.5 16:00,-5,3.8,320,30,1031.3
107,2020.2.5 17:00,-5.4,3.6,290,30,1031.4
107,2020.2.5 18:00,-6.5,4.1,320,34,1032
107,2020.2.5 19:00,-7.3,4.8,320,35,1033
107,2020.2.5 20:00,-8.1,2.7,320,41,1033.8
107,2020.2.5 21:00,-8.9,1.7,360,45,1034.6
107,2020.2.5 22:00,-9.3,3.3,340,41,1034.7
107,2020.2.5 23:00,-9.5,2.5,320,36,1034.6
107,2020.2.6 0:00,-9.5,2.8,340,35,1035
107,2020.2.6 1:00,-9.9,2.9,320,38,1035.1
107,2020.2.6 2:00,-10.1,2.8,340,40,1035.1
107,2020.2.6 3:00,-10.7,0.9,320,44,1035.2
107,2020.2.6 4:00,-11,0.9,20,44,1035.2
107,2020.2.6 5:00,-11.2,0.7,360,42,1035.4
107,2020.2.6 6:00,-11.5,0.3,0,48,1035.6
107,2020.2.6 7:00,-11.7,2.8,50,48,1035.3
107,2020.2.6 8:00,-11.5,2.5,50,48,1035.7
107,2020.2.6 9:00,-10.5,2.1,20,41,1036.1
107,2020.2.6 10:00,-7.6,1.5,90,35,1036.6
107,2020.2.6 11:00,-5.7,1.7,70,34,1036.3
107,2020.2.6 12:00,-4.8,1.7,340,31,1035.8
107,2020.2.6 13:00,-2.2,1.8,90,27,1034.1
107,2020.2.6 14:00,-1.2,0.9,290,23,1032.9
107,2020.2.6 15:00,0.2,2.8,230,25,1033
107,2020.2.6 16:00,-0.1,2.2,320,22,1032.8
107,2020.2.6 17:00,-1,2,320,25,1032.4
107,2020.2.6 18:00,-2.4,2.5,290,28,1032.6
107,2020.2.6 19:00,-3.5,2.6,290,28,1032.9
107,2020.2.6 20:00,-4,2.6,290,30,1032.9
107,2020.2.6 21:00,-4.6,1.1,320,34,1033
107,2020.2.6 22:00,-5.2,2.1,290,33,1032.7
107,2020.2.6 23:00,-6.1,1.2,290,38,1032.4
107,2020.2.7 0:00,-6.6,1.2,290,40,1032.4
107,2020.2.7 1:00,-7,1.2,290,43,1032.2
107,2020.2.7 2:00,-6.7,0.6,340,44,1032
107,2020.2.7 3:00,-5.6,0.9,290,41,1032
107,2020.2.7 4:00,-5.1,2.3,290,42,1031.6
107,2020.2.7 5:00,-5.1,1,290,40,1031.6
107,2020.2.7 6:00,-5,1.6,270,41,1031.4
107,2020.2.7 7:00,-4.9,2,270,41,1031.5
107,2020.2.7 8:00,-4.9,1.5,270,41,1031.5
107,2020.2.7 9:00,-4.3,1.9,250,38,1031.6
107,2020.2.7 10:00,-2.9,2,320,29,1031.8
107,2020.2.7 11:00,-2,2.3,320,21,1031.7
107,2020.2.7 12:00,-1.1,2.2,320,17,1030.6
107,2020.2.7 13:00,-0.4,1.5,290,23,1029.4
107,2020.2.7 14:00,1.3,1.9,340,26,1028.6
107,2020.2.7 15:00,1.6,2.4,320,34,1027.9
107,2020.2.7 16:00,1.7,2.8,320,39,1027.6
107,2020.2.7 17:00,1.7,2.6,320,41,1027.1
107,2020.2.7 18:00,0.8,2.6,270,51,1027.2
107,2020.2.7 19:00,0.4,2.6,270,58,1027.4
107,2020.2.7 20:00,0.2,2.3,290,61,1027.6
107,2020.2.7 21:00,-0.1,2.1,270,65,1027.7
107,2020.2.7 22:00,-0.2,1.9,290,67,1027.7
107,2020.2.7 23:00,-0.1,2.5,290,70,1027.5
107,2020.2.8 0:00,-0.2,1.9,290,74,1027.5
107,2020.2.8 1:00,0,2.1,290,72,1027.3
107,2020.2.8 2:00,0,2.7,320,69,1027
107,2020.2.8 3:00,-0.4,2.7,320,69,1027.1
107,2020.2.8 4:00,-0.7,2.1,320,66,1027.2
107,2020.2.8 5:00,-0.9,2.6,320,61,1027.2
107,2020.2.8 6:00,-1.2,2.4,340,59,1027.1
107,2020.2.8 7:00,-1.9,2.5,290,61,1027.5
107,2020.2.8 8:00,-2.2,1.1,20,63,1028.1
107,2020.2.8 9:00,-2.1,2.4,290,59,1028.5
107,2020.2.8 10:00,-1.4,3.9,320,55,1028.8
107,2020.2.8 11:00,-0.3,3.7,320,45,1028.6
107,2020.2.8 12:00,0.6,5.3,340,41,1028
107,2020.2.8 13:00,1.6,4.4,320,38,1026.9
107,2020.2.8 14:00,2.7,3.4,320,35,1026.2
107,2020.2.8 15:00,3.1,3.5,320,32,1025.8
107,2020.2.8 16:00,3.5,4,270,30,1026
107,2020.2.8 17:00,3.1,3.2,290,31,1026.4
107,2020.2.8 18:00,1.6,3.5,290,35,1026.9
107,2020.2.8 19:00,0.7,3,290,37,1027.7
107,2020.2.8 20:00,0.3,2.9,340,40,1028
107,2020.2.8 21:00,-0.3,3.1,320,42,1028.2
107,2020.2.8 22:00,-0.9,2.5,340,45,1028.5
107,2020.2.8 23:00,-1.3,3.3,340,45,1028.6
107,2020.2.9 0:00,-2,2.6,320,48,1028.7
107,2020.2.9 1:00,-2.7,2.1,290,52,1028.7
107,2020.2.9 2:00,-3.3,1.4,270,54,1028.7
107,2020.2.9 3:00,-4.1,1.8,270,56,1028.9
107,2020.2.9 4:00,-4.2,1.8,270,56,1028.2
