sec,dt,tp,wv,wd,rh,pr
107,2020.4.17 1:00,14.6,1.5,90,45,1016.3
107,2020.4.17 2:00,15.3,2.3,180,48,1016.3
107,2020.4.17 3:00,14.5,3.7,90,55,1014.3
107,2020.4.17 4:00,14.2,3.3,140,53,1014.4
107,2020.4.17 5:00,13.7,2.3,110,55,1013.6
107,2020.4.17 6:00,13.4,4,160,60,1014.5
107,2020.4.17 7:00,12.3,2.2,160,68,1015
107,2020.4.17 8:00,11.4,3.4,160,73,1015.3
107,2020.4.17 9:00,10.9,3.4,110,82,1014.4
107,2020.4.17 10:00,10.4,2.5,110,85,1014
107,2020.4.17 11:00,10.8,2.2,110,81,1013.3
107,2020.4.17 12:00,11.8,2.4,140,78,1012.3
107,2020.4.17 13:00,11.9,1.9,140,83,1012
107,2020.4.17 14:00,12.1,1.5,140,88,1011.7
107,2020.4.17 15:00,13,1.3,70,88,1011.1
107,2020.4.17 16:00,13.3,2.6,320,85,1010.9
107,2020.4.17 17:00,13.7,3.3,320,85,1010.8
107,2020.4.17 18:00,13.8,2.3,320,80,1010.4
107,2020.4.17 19:00,12.8,1.3,20,81,1010.4
107,2020.4.17 20:00,11.9,1.7,50,85,1010.7
107,2020.4.17 21:00,11.5,1,20,87,1011.2
107,2020.4.17 22:00,11.5,1.5,290,90,1011.2
107,2020.4.17 23:00,11.1,2.1,290,93,1011.3
107,2020.4.18 0:00,11.1,1.8,290,92,1011.6
107,2020.4.18 1:00,10.8,2.4,290,93,1011.9
107,2020.4.18 2:00,10.4,2.8,290,93,1012
107,2020.4.18 3:00,10.1,3.8,340,93,1012.7
107,2020.4.18 4:00,9.5,3.1,320,90,1013
107,2020.4.18 5:00,9.3,3.1,320,87,1013.7
107,2020.4.18 6:00,8.8,2.7,320,88,1014.3
107,2020.4.18 7:00,8.5,1,320,85,1015.2
107,2020.4.18 8:00,9.9,1.6,290,77,1015.9
107,2020.4.18 9:00,12,2.4,200,69,1016.3
107,2020.4.18 10:00,13.8,1.6,230,61,1016.6
107,2020.4.18 11:00,14.9,2.5,320,57,1016.6
107,2020.4.18 12:00,15.6,4.3,320,53,1016.5
107,2020.4.18 13:00,17.8,2.8,340,48,1016.1
107,2020.4.18 14:00,17.9,2.6,320,47,1015.9
107,2020.4.18 15:00,19.4,2.5,290,45,1015.2
107,2020.4.18 16:00,18.7,3.2,290,47,1015.3
107,2020.4.18 17:00,17.5,4.6,270,54,1015.8
107,2020.4.18 18:00,17.2,2.9,320,55,1016.1
107,2020.4.18 19:00,15.6,2.4,290,61,1016.6
107,2020.4.18 20:00,14,2.9,290,64,1017.5
107,2020.4.18 21:00,13,2.2,230,66,1018.9
107,2020.4.18 22:00,12.5,2.3,320,68,1019.2
107,2020.4.18 23:00,12,1.3,290,72,1018.9
107,2020.4.19 0:00,11.9,1.7,270,74,1018.8
107,2020.4.19 1:00,11.4,0.6,70,73,1018.5
107,2020.4.19 2:00,11.3,2,70,77,1017.9
107,2020.4.19 3:00,11.3,2.2,70,81,1017.6
107,2020.4.19 4:00,11.3,2.5,70,81,1017.6
107,2020.4.19 5:00,11.4,2.9,70,80,1017.2
107,2020.4.19 6:00,11.7,3.4,90,79,1017.6
107,2020.4.19 7:00,12,2.8,90,75,1018
107,2020.4.19 8:00,12.9,3.4,90,71,1017.8
107,2020.4.19 9:00,14.1,2.6,110,65,1018.3
107,2020.4.19 10:00,14.6,2.2,90,62,1017.5
107,2020.4.19 11:00,15,3.5,110,59,1016.7
107,2020.4.19 12:00,15.1,3.8,90,55,1015.5
107,2020.4.19 13:00,15.2,4,90,53,1014.5
107,2020.4.19 14:00,15.3,3.9,70,52,1013.4
107,2020.4.19 15:00,14.7,2.7,50,60,1012.5
107,2020.4.19 16:00,13.1,1.3,200,72,1012.7
107,2020.4.19 17:00,12.2,1.4,20,82,1012.6
107,2020.4.19 18:00,11.5,1.8,50,88,1012
107,2020.4.19 19:00,11,1.9,70,90,1011.7
107,2020.4.19 20:00,10.7,3.4,90,92,1011.2
107,2020.4.19 21:00,10.1,4.2,90,91,1011
107,2020.4.19 22:00,9.9,3.4,70,90,1011.1
107,2020.4.19 23:00,9.5,3.4,90,89,1010.3
107,2020.4.20 0:00,9.5,2.9,90,87,1010.4
107,2020.4.20 1:00,9.4,4,90,85,1010.3
107,2020.4.20 2:00,9.2,2.4,90,84,1010
107,2020.4.20 3:00,9.1,2,70,84,1009.7
107,2020.4.20 4:00,9.2,1.9,50,83,1009.5
107,2020.4.20 5:00,9.2,1.3,70,83,1009.6
107,2020.4.20 6:00,9.1,1.5,50,84,1009.5
107,2020.4.20 7:00,9.4,0.9,320,83,1010.4
107,2020.4.20 8:00,9.8,0.9,140,78,1010.6
107,2020.4.20 9:00,11,2.7,270,74,1011.2
107,2020.4.20 10:00,12,3.1,230,74,1010.7
107,2020.4.20 11:00,13.1,3.3,230,68,1010.5
107,2020.4.20 12:00,12.5,4.5,250,68,1010.3
107,2020.4.20 13:00,11.4,4.7,250,79,1010.1
107,2020.4.20 14:00,10.1,4.7,250,90,1010.2
107,2020.4.20 15:00,10.7,4.6,270,87,1009.9
107,2020.4.20 16:00,12.1,4.8,270,74,1009.1
107,2020.4.20 17:00,11.9,4.3,270,70,1009.5
107,2020.4.20 18:00,11.2,5.4,290,67,1009.8
107,2020.4.20 19:00,10.6,4.2,270,69,1010.7
107,2020.4.20 20:00,9.9,3.9,320,60,1012.2
107,2020.4.20 21:00,9,5.1,290,58,1013.3
107,2020.4.20 22:00,8.4,4,290,58,1013.8
107,2020.4.20 23:00,7.9,2.7,250,61,1013.8
107,2020.4.21 0:00,7.6,2.2,250,62,1013.6
107,2020.4.21 1:00,7.5,2.7,270,64,1013.7
107,2020.4.21 2:00,7.5,2.8,270,73,1013.4
107,2020.4.21 3:00,7.5,2.6,290,81,1013.2
107,2020.4.21 4:00,7.1,2.2,290,86,1013.1
107,2020.4.21 5:00,6.9,2.3,340,82,1013.1
107,2020.4.21 6:00,6,1.2,320,81,1012.9
107,2020.4.21 7:00,6,1.7,270,79,1013.4
107,2020.4.21 8:00,7.7,3.8,290,65,1013.5
107,2020.4.21 9:00,8.7,6.3,320,47,1013.7
107,2020.4.21 10:00,9.4,4.9,290,38,1014.1
107,2020.4.21 11:00,9.8,6,290,39,1014
107,2020.4.21 12:00,9.5,5.9,270,42,1013.3
107,2020.4.21 13:00,9.9,7.4,250,33,1013.3
107,2020.4.21 14:00,9.6,8,250,34,1013.1
107,2020.4.21 15:00,9.6,7,250,32,1013.4
107,2020.4.21 16:00,9,7,270,34,1013.2
107,2020.4.21 17:00,8.1,6.6,290,33,1013.6
107,2020.4.21 18:00,7.6,6.5,290,32,1014
107,2020.4.21 19:00,6.4,6.1,290,35,1015.1
107,2020.4.21 20:00,5.7,4.6,290,35,1016
107,2020.4.21 21:00,5.3,4.5,290,35,1016.9
107,2020.4.21 22:00,5,4.3,290,37,1017.1
107,2020.4.21 23:00,4.8,2.9,290,40,1016.9
107,2020.4.22 0:00,5,3.8,290,42,1016.7
107,2020.4.22 1:00,5.2,3.6,290,41,1016.3
107,2020.4.22 2:00,5.3,2.7,290,44,1015.8
107,2020.4.22 3:00,5.1,3.2,290,48,1015.5
107,2020.4.22 4:00,4.7,3.3,290,49,1015.3
107,2020.4.22 5:00,4.5,4.3,290,45,1015.7
107,2020.4.22 6:00,4.1,2.8,290,47,1016.4
107,2020.4.22 7:00,4.4,4.2,320,47,1016.8
107,2020.4.22 8:00,4.8,3.5,340,45,1016.8
107,2020.4.22 9:00,5.7,3.4,320,43,1017
107,2020.4.22 10:00,6.6,5.7,320,40,1016.6
107,2020.4.22 11:00,7.2,5.3,320,37,1016.7
107,2020.4.22 12:00,7.6,5.6,290,37,1016.4
107,2020.4.22 13:00,7.7,5.4,270,42,1016
107,2020.4.22 14:00,7.9,4.6,290,42,1015.7
107,2020.4.22 15:00,7.8,5.2,270,47,1015.3
107,2020.4.22 16:00,7.3,4.7,290,51,1015.4
107,2020.4.22 17:00,7.2,3.4,290,52,1015.2
107,2020.4.22 18:00,7,4.1,320,48,1015.5
107,2020.4.22 19:00,6.8,4.5,320,47,1015.9
107,2020.4.22 20:00,6.4,3.9,320,50,1016.7
107,2020.4.22 21:00,6.1,4.6,320,48,1017.6
107,2020.4.22 22:00,5.5,3.9,290,50,1017.9
107,2020.4.22 23:00,5,3.3,290,52,1018
107,2020.4.23 0:00,4.6,2.9,290,56,1018
107,2020.4.23 1:00,4.2,2.3,290,59,1017.7
107,2020.4.23 2:00,3.8,1.8,320,61,1017.1
107,2020.4.23 3:00,3.7,2.1,290,64,1016.9
107,2020.4.23 4:00,3.4,0.9,290,65,1016.6
107,2020.4.23 5:00,3,1.4,270,67,1016.9
107,2020.4.23 6:00,3,2.3,250,70,1017.2
107,2020.4.23 7:00,3.7,2.2,290,70,1017.8
107,2020.4.23 8:00,5.9,3.3,290,63,1017.7
107,2020.4.23 9:00,7.7,3.8,290,55,1017.4
107,2020.4.23 10:00,9.5,4,290,42,1016.9
107,2020.4.23 11:00,10.4,5.7,320,29,1016.3
107,2020.4.23 12:00,11.7,4.2,290,30,1015.5
107,2020.4.23 13:00,12.3,4.6,290,37,1014.9
107,2020.4.23 14:00,12.4,4.6,290,39,1014.5
107,2020.4.23 15:00,12.6,5.8,270,36,1013.9
107,2020.4.23 16:00,12.5,5.7,270,34,1013.4
107,2020.4.23 17:00,11.7,5.2,290,31,1013.8
107,2020.4.23 18:00,10.5,5.6,290,32,1014.4
107,2020.4.23 19:00,8.9,4.7,290,38,1014.8
107,2020.4.23 20:00,8.1,3.4,270,43,1015.4
107,2020.4.23 21:00,7.6,3.5,290,42,1016.2
107,2020.4.23 22:00,7.1,3.6,290,41,1016.5
107,2020.4.23 23:00,6.6,2.8,290,47,1016.6
107,2020.4.24 0:00,6.2,2.2,290,53,1016.6
107,2020.4.24 1:00,5.6,1.9,290,57,1016.4
107,2020.4.24 2:00,5.4,2.2,290,62,1016.2
107,2020.4.24 3:00,5.2,2,290,67,1016.1
107,2020.4.24 4:00,4.9,1.7,320,70,1015.8
107,2020.4.24 5:00,4.5,1.5,290,73,1015.6
107,2020.4.24 6:00,4.3,0.3,0,73,1015.3
107,2020.4.24 7:00,4.4,0.1,0,77,1015.1
107,2020.4.24 8:00,7.2,3,230,62,1014.6
107,2020.4.24 9:00,9.2,4.1,230,57,1014
107,2020.4.24 10:00,11.2,4.6,250,44,1013.8
107,2020.4.24 11:00,12.8,6.7,250,29,1013.5
107,2020.4.24 12:00,13.4,7.6,250,38,1013.2
107,2020.4.24 13:00,13.3,7.4,270,43,1013
107,2020.4.24 14:00,14.2,6.7,270,44,1012.6
107,2020.4.24 15:00,13.7,7.4,250,44,1012.1
107,2020.4.24 16:00,14,6.1,270,42,1011.6
107,2020.4.24 17:00,13.7,6.2,270,45,1011.6
107,2020.4.24 18:00,12.8,5.5,230,56,1011.8
107,2020.4.24 19:00,11.4,2.6,270,61,1012.1
107,2020.4.24 20:00,10.9,3.7,270,59,1012.5
107,2020.4.24 21:00,10.7,3.4,250,57,1012.7
107,2020.4.24 22:00,10.4,4.2,230,58,1012.5
107,2020.4.24 23:00,10.1,2.7,230,55,1012.4
107,2020.4.25 0:00,9.9,2.4,200,53,1012.1
107,2020.4.25 1:00,10.2,2.7,230,53,1011.6
107,2020.4.25 2:00,10.4,4.2,230,52,1011
107,2020.4.25 3:00,10,2,230,54,1010.1
107,2020.4.25 4:00,10.6,4.1,250,52,1009.5
107,2020.4.25 5:00,10.7,2.9,250,52,1008.8
107,2020.4.25 6:00,10.7,3.6,230,54,1008.7
107,2020.4.25 7:00,11.2,3.2,230,53,1008.7
107,2020.4.25 8:00,12.6,4.3,250,50,1008.9
107,2020.4.25 9:00,13.8,4.7,250,53,1008.4
107,2020.4.25 10:00,15.4,5.2,250,53,1008.4
107,2020.4.25 11:00,15.7,6.1,270,54,1008.4
107,2020.4.25 12:00,15.8,6.7,270,57,1008.1
107,2020.4.25 13:00,16.6,4.6,250,55,1007.5
107,2020.4.25 14:00,16.9,4.4,250,54,1007.5
107,2020.4.25 15:00,16.8,5.4,290,54,1007.3
107,2020.4.25 16:00,16.5,4,270,53,1007.4
107,2020.4.25 17:00,15.9,4.2,270,54,1007.9
107,2020.4.25 18:00,15.5,3.8,290,54,1008.1
107,2020.4.25 19:00,14.7,3.3,290,56,1009
107,2020.4.25 20:00,13.3,2.8,290,49,1010.3
107,2020.4.25 21:00,12.2,3.2,320,48,1011.7
107,2020.4.25 22:00,11.1,2,320,54,1013
107,2020.4.25 23:00,10.4,1.7,290,59,1013.3
107,2020.4.26 0:00,10.1,2.9,290,61,1013.8
107,2020.4.26 1:00,9.8,2.6,320,61,1014
107,2020.4.26 2:00,9.5,2.5,320,62,1014.3
107,2020.4.26 3:00,8.9,2.4,320,60,1014.5
107,2020.4.26 4:00,8.5,2.1,320,60,1014.8
107,2020.4.26 5:00,7.9,2,340,64,1015
107,2020.4.26 6:00,6.9,2,290,64,1015.5
107,2020.4.26 7:00,7.7,2.1,340,62,1016.7
107,2020.4.26 8:00,9.3,2.8,340,53,1017.3
107,2020.4.26 9:00,10.7,3.9,340,45,1017.8
107,2020.4.26 10:00,12.3,3.5,290,39,1018.2
107,2020.4.26 11:00,15,4.1,50,31,1017.9
107,2020.4.26 12:00,16.6,2,90,25,1017.6
107,2020.4.26 13:00,16.9,2.7,340,26,1017.3
107,2020.4.26 14:00,17.5,2.4,320,23,1016.8
107,2020.4.26 15:00,17.9,2.4,290,21,1015.8
107,2020.4.26 16:00,18.3,4.5,290,26,1015.9
107,2020.4.26 17:00,16.6,5.3,290,26,1016.5
107,2020.4.26 18:00,15.6,3.5,290,27,1017.2
107,2020.4.26 19:00,13.4,4.2,290,33,1017.8
107,2020.4.26 20:00,12,4.6,290,44,1018.7
107,2020.4.26 21:00,11.4,2.6,290,48,1019.5
107,2020.4.26 22:00,11.1,2.8,290,50,1019.8
107,2020.4.26 23:00,10.9,2.5,290,53,1019.8
107,2020.4.27 0:00,10.4,1.9,290,55,1019.9
107,2020.4.27 1:00,10.4,1.9,320,57,1019.9
107,2020.4.27 2:00,10,2.2,290,60,1019.7
107,2020.4.27 3:00,9.9,2.7,290,68,1019.6
107,2020.4.27 4:00,9.5,2.1,290,70,1019.6
107,2020.4.27 5:00,8.8,1.7,320,73,1019.4
107,2020.4.27 6:00,8.8,1.8,320,74,1019.7
107,2020.4.27 7:00,9.1,1,320,74,1020
107,2020.4.27 8:00,10.3,1.6,320,66,1020.3
107,2020.4.27 9:00,12.6,2.9,230,59,1020.3
107,2020.4.27 10:00,14.3,2.9,270,49,1020.5
107,2020.4.27 11:00,15.2,3.4,360,45,1020.4
107,2020.4.27 12:00,15.7,3.5,320,35,1019.7
107,2020.4.27 13:00,17,4.5,290,30,1019
107,2020.4.27 14:00,17.5,2.5,320,25,1018.4
107,2020.4.27 15:00,17.1,3.1,360,29,1018.1
107,2020.4.27 16:00,16.6,5.2,290,34,1018
107,2020.4.27 17:00,16.1,5.2,320,36,1018.1
107,2020.4.27 18:00,15.9,3.7,270,37,1018.3
107,2020.4.27 19:00,14.4,3.2,290,33,1018.6
107,2020.4.27 20:00,13.1,3.7,320,44,1019.2
107,2020.4.27 21:00,12.3,2.8,290,50,1019.7
107,2020.4.27 22:00,11.9,2.5,290,53,1020.3
107,2020.4.27 23:00,11.5,2.3,320,52,1020.7
107,2020.4.28 0:00,10.9,1.4,320,46,1021
107,2020.4.28 1:00,10.2,1.6,320,47,1021.1
107,2020.4.28 2:00,9.4,2.5,290,51,1021.2
107,2020.4.28 3:00,9.2,3,290,55,1021.2
107,2020.4.28 4:00,8.6,2.1,270,58,1021.2
107,2020.4.28 5:00,8.2,1.2,290,61,1021.1
107,2020.4.28 6:00,7.8,1.1,270,63,1021.1
107,2020.4.28 7:00,8.6,2.2,270,60,1021.4
107,2020.4.28 8:00,10.9,2.4,230,58,1021.8
107,2020.4.28 9:00,13,2,250,49,1021.8
107,2020.4.28 10:00,14.6,3.4,250,45,1021.5
107,2020.4.28 11:00,16.9,2.3,250,38,1020.7
107,2020.4.28 12:00,17.9,5.3,230,31,1020
107,2020.4.28 13:00,18.8,4.6,290,28,1019.2
107,2020.4.28 14:00,19.1,4.6,290,27,1018.5
107,2020.4.28 15:00,19.5,4.8,270,28,1017.8
107,2020.4.28 16:00,19,4.4,250,29,1017.5
107,2020.4.28 17:00,18.6,4.7,270,31,1017.4
107,2020.4.28 18:00,17.9,2.9,250,38,1017.4
107,2020.4.28 19:00,16,4.8,250,44,1017.6
107,2020.4.28 20:00,14.5,3.4,290,57,1018
107,2020.4.28 21:00,13.6,3,250,64,1018.4
107,2020.4.28 22:00,12.9,3.7,270,69,1018.4
107,2020.4.28 23:00,12.4,2.6,230,70,1018.8
107,2020.4.29 0:00,11.9,1.8,230,72,1018.9
107,2020.4.29 1:00,11.5,2.2,290,74,1019.2
107,2020.4.29 2:00,11.1,2,270,76,1018.9
107,2020.4.29 3:00,10.7,1.8,230,76,1018.9
107,2020.4.29 4:00,10.2,1.3,140,78,1019.1
107,2020.4.29 5:00,9.8,1.3,50,82,1019.6
107,2020.4.29 6:00,9.3,1.8,50,83,1020
107,2020.4.29 7:00,9.8,1.5,70,85,1020.7
107,2020.4.29 8:00,11.9,1.3,110,77,1020.6
107,2020.4.29 9:00,14.2,1.4,180,61,1020.7
107,2020.4.29 10:00,16.3,1.7,250,52,1020.9
107,2020.4.29 11:00,17.9,3.3,250,42,1020.5
107,2020.4.29 12:00,19.5,3.7,230,36,1020
107,2020.4.29 13:00,20.2,3.6,290,33,1019.4
107,2020.4.29 14:00,20.7,3.7,290,30,1019.1
107,2020.4.29 15:00,20.4,4.2,290,27,1018.7
107,2020.4.29 16:00,20.2,4.1,250,26,1018.5
107,2020.4.29 17:00,19.7,4.4,270,26,1018.1
107,2020.4.29 18:00,18.7,3.8,290,26,1018
107,2020.4.29 19:00,16.9,4.4,290,26,1017.9
107,2020.4.29 20:00,15.6,2.8,290,30,1018.3
107,2020.4.29 21:00,14.4,1.8,320,38,1018.5
107,2020.4.29 22:00,13.5,1.1,290,37,1018.7
107,2020.4.29 23:00,12.6,1.2,320,41,1018.7
107,2020.4.30 0:00,12,1.1,290,42,1018.7
